"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","And yes @bellamcneill now links this to Lost and Twin Peaks fandoms
#FSN2018 #D2",FALSE,2,NA,2018-06-30 09:01:55,FALSE,NA,"1012984566766817280",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SebSvegaard",0,FALSE,FALSE,NA,NA
"2","@jctrldel I grew up in a small town near Glasgow called Hamilton, the same town where Ian Buchanan of Twin Peaks fa… https://t.co/xAlv7lhqHH",FALSE,1,"jctrldel",2018-06-30 08:07:25,TRUE,"1012969861960622080","1012970852541976577","14318264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuciferRegrets",0,FALSE,FALSE,NA,NA
"3","RT @neil_merrick: Echoes of Twin Peaks? https://t.co/ZRvCcbZOsv",FALSE,0,NA,2018-06-30 06:15:00,FALSE,NA,"1012942559860191233",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maryannehobbs",1,TRUE,FALSE,NA,NA
"4","Echoes of Twin Peaks? https://t.co/ZRvCcbZOsv",FALSE,5,NA,2018-06-30 06:13:02,FALSE,NA,"1012942066689638401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","neil_merrick",1,FALSE,FALSE,NA,NA
"5","RT @DianePodcast: Was thinking how Promethea by the mighty Alan Moore and @JHWilliamsIII might resonate with the new Twin Peaks late into t…",FALSE,0,NA,2018-06-30 05:37:56,FALSE,NA,"1012933231493156870",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blythe69price",2,TRUE,FALSE,NA,NA
"6","Again, no. Twin Peaks series 2 ended in June 1991 and Series 3 wasn't broadcast until 2017. https://t.co/JbpNUKems4",FALSE,0,NA,2018-06-30 04:14:09,FALSE,NA,"1012912146429239296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","garland_briggs",0,FALSE,FALSE,NA,NA
"7","@BaireJoe Is Twin Peaks 1st?",FALSE,1,"BaireJoe",2018-06-30 01:43:33,FALSE,"1012872478895624193","1012874248925450240","2686023416","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isthisfuture",0,FALSE,FALSE,NA,NA
"8","RT @TomHuddleston_: Here on the 1-year anniversary, can we all just agree that the atom bomb sequence in part 8 of TWIN PEAKS: THE RETURN i…",FALSE,0,NA,2018-06-30 01:25:10,FALSE,NA,"1012869620666118144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alesandeI",10,TRUE,FALSE,NA,NA
"9","@_adam_17 it's the best show ever aside from twin peaks I speak only facts",FALSE,0,"_adam_17",2018-06-30 01:22:27,FALSE,"1012862369473712128","1012868939360108544","597378305","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dom_Armitage",0,FALSE,FALSE,NA,NA
"10","RT @TwinPeaksUKFest: DANA ASHBROOK TO ATTEND TWIN PEAKS UK FESTIVAL 2018! 

Dana of course played the original bad boy, BOBBY BRIGGS, and r…",FALSE,0,NA,2018-06-29 23:59:21,FALSE,NA,"1012848026279448577",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaiteSanch",6,TRUE,FALSE,NA,NA
"11","@mirkobolesan Don't Look Now, Twin Peaks, Scanners. Ray Wilkins. The peak of advertising right there.",FALSE,1,"mirkobolesan",2018-06-29 23:28:43,FALSE,"1012825020161232896","1012840314032279552","80128880","<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon Android</a>","DanHerd",0,FALSE,FALSE,NA,NA
"12","RT @FunkoEurope: We have to dance for Laura! Add Leland Palmer to your #TwinPeaks collection from @hmvtweets <ed><U+00A0><U+00BD><ed><U+00B5><U+00BA> https://t.co/yENxKlcWkR http…",FALSE,0,NA,2018-06-29 23:09:27,FALSE,NA,"1012835467954401280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavenBlakhPhoto",10,TRUE,FALSE,NA,NA
"13","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 23:03:29,FALSE,NA,"1012833966913712128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KaitlynMCullen",46,TRUE,FALSE,NA,NA
"14","RT @TheresaE17: Twin Peaks: The Final Dossier Audiobook https://t.co/NGqpFB2PBY via @YouTube",FALSE,0,NA,2018-06-29 22:37:27,FALSE,NA,"1012827413384957954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bignonioides",1,TRUE,FALSE,NA,NA
"15","Twin Peaks: The Final Dossier Audiobook https://t.co/NGqpFB2PBY via @YouTube",FALSE,1,NA,2018-06-29 22:36:49,FALSE,NA,"1012827255586852865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheresaE17",1,FALSE,FALSE,NA,NA
"16","RT @TwinPeaksUKFest: DANA ASHBROOK TO ATTEND TWIN PEAKS UK FESTIVAL 2018! 

Dana of course played the original bad boy, BOBBY BRIGGS, and r…",FALSE,0,NA,2018-06-29 22:20:52,FALSE,NA,"1012823240727781376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BookhouseBabes",6,TRUE,FALSE,NA,NA
"17","Just like Twin Peaks, maybe we should have stopped after the second",FALSE,0,NA,2018-06-29 22:16:02,FALSE,NA,"1012822024262180864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Duckbats",0,FALSE,FALSE,NA,NA
"18","David Bowie was a bloody kettle in the new Twin Peaks episodes. Nobody can beat that piece of art #twinpeaks #Bowie #strangebrew",FALSE,1,NA,2018-06-29 22:15:59,FALSE,NA,"1012822010962079744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","golfsaleriots",0,FALSE,FALSE,NA,NA
"19","RT @DragonsofWales: A Welsh version of Twin Peaks.
Someone PLEASE make this happen! https://t.co/5eExqfJYSu",FALSE,0,NA,2018-06-29 22:04:54,FALSE,NA,"1012819220336381953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HealhGlyn",3,TRUE,FALSE,NA,NA
"20","RT @DragonsofWales: A Welsh version of Twin Peaks.
Someone PLEASE make this happen! https://t.co/5eExqfJYSu",FALSE,0,NA,2018-06-29 22:04:16,FALSE,NA,"1012819060940267520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ellyll",3,TRUE,FALSE,NA,NA
"21","RT @robinparker55: Another piece of Twin Peaks: the Return falls into place. From David Lynch’s memoir Room to Dream https://t.co/ZmYTrzE9xX",FALSE,0,NA,2018-06-29 21:55:37,FALSE,NA,"1012816885954613249",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","jaykayell_",1,TRUE,FALSE,NA,NA
"22","RT @DragonsofWales: A Welsh version of Twin Peaks.
Someone PLEASE make this happen! https://t.co/5eExqfJYSu",FALSE,0,NA,2018-06-29 21:35:57,FALSE,NA,"1012811936290033664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stuart73g",3,TRUE,FALSE,NA,NA
"23","RT @garethlpowell: I'm really hoping someone picks up the film or TV rights to RAGGED ALICE, because I think it would make a great series.…",FALSE,0,NA,2018-06-29 21:35:53,FALSE,NA,"1012811918141263872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stuart73g",3,TRUE,FALSE,NA,NA
"24","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 21:28:48,FALSE,NA,"1012810135851405312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sixvi_",46,TRUE,FALSE,NA,NA
"25","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 21:22:18,FALSE,NA,"1012808500919988225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmmaHouxbois",46,TRUE,FALSE,NA,NA
"26","RT @garethlpowell: I'm really hoping someone picks up the film or TV rights to RAGGED ALICE, because I think it would make a great series.…",FALSE,0,NA,2018-06-29 21:13:24,FALSE,NA,"1012806261862289410",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SaffronKim",3,TRUE,FALSE,NA,NA
"27","""twin peaks but with like, aliens man"" https://t.co/wNdLcEviiL",FALSE,1,NA,2018-06-29 21:12:12,FALSE,NA,"1012805961671684097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LaminatedSam",0,FALSE,FALSE,NA,NA
"28","@Andrew_Heaton No problem. I was watching Twin Peaks around that age. <ed><U+00A0><U+00BD><ed><U+00B8><U+009B>",FALSE,0,"Andrew_Heaton",2018-06-29 21:00:18,FALSE,"1012802539773931520","1012802965386735616","125399119","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kyledriver_",0,FALSE,FALSE,NA,NA
"29","RT @garethlpowell: I'm really hoping someone picks up the film or TV rights to RAGGED ALICE, because I think it would make a great series.…",FALSE,0,NA,2018-06-29 20:46:33,FALSE,NA,"1012799504448458753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarkThombs",3,TRUE,FALSE,NA,NA
"30","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 20:44:19,FALSE,NA,"1012798944492097536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","freebirdfreja",46,TRUE,FALSE,NA,NA
"31","A Welsh version of Twin Peaks.
Someone PLEASE make this happen! https://t.co/5eExqfJYSu",FALSE,11,NA,2018-06-29 20:35:52,FALSE,NA,"1012796817422069761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DragonsofWales",3,FALSE,FALSE,NA,NA
"32","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 20:32:51,FALSE,NA,"1012796055426097153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kelbz",46,TRUE,FALSE,NA,NA
"33","I'm really hoping someone picks up the film or TV rights to RAGGED ALICE, because I think it would make a great ser… https://t.co/NhO78Esevl",FALSE,26,NA,2018-06-29 20:32:50,TRUE,NA,"1012796054469861376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","garethlpowell",3,FALSE,FALSE,NA,NA
"34","RT @TwinPeaksUKFest: DANA ASHBROOK TO ATTEND TWIN PEAKS UK FESTIVAL 2018! 

Dana of course played the original bad boy, BOBBY BRIGGS, and r…",FALSE,0,NA,2018-06-29 20:32:16,FALSE,NA,"1012795911695732736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GinPeaksPodcast",6,TRUE,FALSE,NA,NA
"35","oi someone who knows Twin Peaks hmu",FALSE,2,NA,2018-06-29 20:27:20,FALSE,NA,"1012794667547680769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oceansofclass",0,FALSE,FALSE,NA,NA
"36","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 20:26:19,FALSE,NA,"1012794411493875717",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UNKNWNDEXTEROUS",46,TRUE,FALSE,NA,NA
"37","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 20:21:33,FALSE,NA,"1012793214510739457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","milkylactose",46,TRUE,FALSE,NA,NA
"38","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 20:21:29,FALSE,NA,"1012793198320726016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cheltaylor",46,TRUE,FALSE,NA,NA
"39","RT @laurahavlin: Giuseppe Penone at Yorkshire Sculpture Park / The Evolution of the Arm from Twin Peaks, The Return cc @TabloidArtHist http…",FALSE,0,NA,2018-06-29 20:21:20,FALSE,NA,"1012793158101499904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","galaxswirl",46,TRUE,FALSE,NA,NA
"40","Another piece of Twin Peaks: the Return falls into place. From David Lynch’s memoir Room to Dream https://t.co/ZmYTrzE9xX",FALSE,0,NA,2018-06-29 20:21:03,FALSE,NA,"1012793085951082507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robinparker55",1,FALSE,FALSE,NA,NA
